Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text
one order being delivered in multiple parts is frustrating,4,2026-07-31 05:27:46 UTC,0,play_store,one order being delivered in multiple parts is frustrating,one order deliver multiple part frustrate
vry fast service,4,2026-07-31 05:17:53 UTC,0,play_store,vry fast service,vry fast service
5 star service,4,2026-07-31 05:16:44 UTC,0,play_store,5 star service,5 star service
late service,1,2026-07-31 05:13:27 UTC,0,play_store,late service,late service
fast delivery super,5,2026-07-31 05:11:11 UTC,0,play_store,fast delivery super,fast delivery super
wonderful reason Immediately it comes!!,5,2026-07-31 05:11:06 UTC,0,play_store,wonderful reason Immediately it comes!!,wonderful reason immediately come
very niceee 💗,5,2026-07-31 05:09:33 UTC,0,play_store,very niceee 💗,niceee
super but improve in any cashback offers,4,2026-07-31 05:06:57 UTC,0,play_store,super but improve in any cashback offers,super improve cashback offer
"easy option, & fastest order♥️",5,2026-07-31 05:06:09 UTC,0,play_store,"easy option, & fastest order♥️",easy option fast order
bestt app,5,2026-07-31 05:04:53 UTC,0,play_store,bestt app,bestt app
thanks blinkit And delivery partner 👍,5,2026-07-31 05:04:02 UTC,0,play_store,thanks blinkit And delivery partner 👍,thanks blinkit delivery partner
like this,4,2026-07-31 05:03:50 UTC,0,play_store,like this,like
next level blinkit,5,2026-07-31 04:57:11 UTC,0,play_store,next level blinkit,next level blinkit
very good but products is very close coltly 😃😃😃😘😍😇😊😎🥰😘🥰😛🥰😗🥰😛😍,5,2026-07-31 04:53:44 UTC,0,play_store,very good but products is very close coltly 😃😃😃😘😍😇😊😎🥰😘🥰😛🥰😗🥰😛😍,good product close coltly
Excellent service.,5,2026-07-31 04:52:08 UTC,0,play_store,Excellent service.,excellent service
Many a times milk packets delivered are damaged.,1,2026-07-31 04:51:38 UTC,0,play_store,Many a times milk packets delivered are damaged.,many time milk packet deliver damage
"Unfair refund policy, poor quality compare to Zepto and no responsibility of the delivered products.",1,2026-07-31 04:48:55 UTC,0,play_store,"Unfair refund policy, poor quality compare to Zepto and no responsibility of the delivered products.",unfair refund policy poor quality compare zepto responsibility deliver product
great service,5,2026-07-31 04:48:07 UTC,0,play_store,great service,great service
better experience,5,2026-07-31 04:44:31 UTC,0,play_store,better experience,good experience
amazing experience,5,2026-07-31 04:43:02 UTC,0,play_store,amazing experience,amazing experience
This app is best for ordering something in hurry and always a best service give to the customer,5,2026-07-31 04:41:04 UTC,0,play_store,This app is best for ordering something in hurry and always a best service give to the customer,app best order something hurry always best service give customer
blinkit is loosing its standard... guys don't order from this app,1,2026-07-31 04:40:46 UTC,0,play_store,blinkit is loosing its standard... guys don't order from this app,blinkit loose standard guy dont order app
very happy.,5,2026-07-31 04:35:06 UTC,0,play_store,very happy.,happy
"Great service, Amezing experience 👍",5,2026-07-31 04:34:51 UTC,0,play_store,"Great service, Amezing experience 👍",great service amezing experience
The app is good but the minimum order value for free delivery is a little extra.,4,2026-07-31 04:33:54 UTC,0,play_store,The app is good but the minimum order value for free delivery is a little extra.,app good minimum order value free delivery little extra
fast,5,2026-07-31 04:32:52 UTC,0,play_store,fast,fast
poor quality product sell.,1,2026-07-31 04:32:40 UTC,0,play_store,poor quality product sell.,poor quality product sell
"Blinkit is very good. Extraordinary app. But the price and handling charges , Delivering charges are the same but they are taking both.",3,2026-07-31 04:31:01 UTC,0,play_store,"Blinkit is very good. Extraordinary app. But the price and handling charges , Delivering charges are the same but they are taking both.",blinkit good extraordinary app price handling charge deliver charge take
it's too fresh veggies. so thank full for fresh veggies 👍,4,2026-07-31 04:30:24 UTC,0,play_store,it's too fresh veggies. so thank full for fresh veggies 👍,fresh veggie thank full fresh veggie
good very good 💯,5,2026-07-31 04:28:12 UTC,0,play_store,good very good 💯,good good
extreme level of delivery,3,2026-07-31 04:23:46 UTC,0,play_store,extreme level of delivery,extreme level delivery
good product....,5,2026-07-31 04:21:20 UTC,0,play_store,good product....,good product
no support for anything,1,2026-07-31 04:21:07 UTC,0,play_store,no support for anything,support anything
raised complaint that received pasta packet that was torn by mice. still neither got exchange not refund.,1,2026-07-31 04:20:31 UTC,0,play_store,raised complaint that received pasta packet that was torn by mice. still neither got exchange not refund.,raise complaint receive pasta packet torn mouse still neither get exchange refund
प्लिज हिन्दी ऑप्शन भी रखे हमे अंग्रेजी थोड़ा कम समझ मे आता है,5,2026-07-31 04:20:27 UTC,0,play_store,प्लिज हिन्दी ऑप्शन भी रखे हमे अंग्रेजी थोड़ा कम समझ मे आता है,कम समझ
I love way to diliver to blinkit,5,2026-07-31 04:20:08 UTC,0,play_store,I love way to diliver to blinkit,love way diliver blinkit
1 star isliye karte hain kyunki itni chijen mangane ke bad bhi Ham Koi discount coupon nahin milta,4,2026-07-31 04:17:01 UTC,0,play_store,1 star isliye karte hain kyunki itni chijen mangane ke bad bhi Ham Koi discount coupon nahin milta,1 star isliye karte hain kyunki itni chijen mangane ke bad bhi ham koi discount coupon nahin milta
this app does not have a save/favourites items option every time waste time searching for products.,2,2026-07-31 04:09:46 UTC,2,play_store,this app does not have a save/favourites items option every time waste time searching for products.,app savefavourites item option every time waste time search product
good job,5,2026-07-31 04:07:46 UTC,0,play_store,good job,good job
everything is good,5,2026-07-31 04:05:27 UTC,0,play_store,everything is good,everything good
fasting dilivery. Good 👍,5,2026-07-31 04:04:12 UTC,0,play_store,fasting dilivery. Good 👍,fast dilivery good
suddenly you change your free delivery value 99 to 199 t,1,2026-07-31 03:59:01 UTC,0,play_store,suddenly you change your free delivery value 99 to 199 t,suddenly change free delivery value 99 199
best delivery app ever,5,2026-07-31 03:58:33 UTC,0,play_store,best delivery app ever,best delivery app ever
nice i shiuld get my delivery on time,5,2026-07-31 03:57:12 UTC,0,play_store,nice i shiuld get my delivery on time,nice shiuld get delivery time
less snacks findss still verities needed,3,2026-07-31 03:56:02 UTC,0,play_store,less snacks findss still verities needed,less snack findss still verity need
best app hai,5,2026-07-31 03:52:10 UTC,0,play_store,best app hai,best app hai
old machine recived,1,2026-07-31 03:50:20 UTC,0,play_store,old machine recived,old machine recived
it nice the best app in the world 🌎 even if some times the bag broke and all the things got damaged and after some days I ordered and then I opened the bag then the soap bottle was leaking and all the items were of soap I will 6/10 is like the blinkit,5,2026-07-31 03:48:35 UTC,0,play_store,it nice the best app in the world 🌎 even if some times the bag broke and all the things got damaged and after some days I ordered and then I opened the bag then the soap bottle was leaking and all the items were of soap I will 6/10 is like the blinkit,nice best app world even time bag break thing get damaged day order opened bag soap bottle leak item soap 610 like blinkit
It's very Good 👍,5,2026-07-31 03:48:12 UTC,0,play_store,It's very Good 👍,good
"pathetic service, I have recieved faulty product and they are following the replacement policy mentioned in the product page, instead they are saying go to the service center. please uninstall this app and do not order anything from them. cheaters.",1,2026-07-31 03:46:20 UTC,0,play_store,"pathetic service, I have recieved faulty product and they are following the replacement policy mentioned in the product page, instead they are saying go to the service center. please uninstall this app and do not order anything from them. cheaters.",pathetic service recieved faulty product follow replacement policy mention product page instead say go service center please uninstall app order anything cheater
superrrrrrrrrrr....,5,2026-07-31 03:45:40 UTC,0,play_store,superrrrrrrrrrr....,superrrrrrrrrrr
good service and polyatomic very good experience with Blinkit...,5,2026-07-31 03:45:34 UTC,0,play_store,good service and polyatomic very good experience with Blinkit...,good service polyatomic good experience blinkit
my best shopping aap,5,2026-07-31 03:43:23 UTC,0,play_store,my best shopping aap,best shopping aap
nicee,5,2026-07-31 03:42:38 UTC,0,play_store,nicee,nicee
"Not good,I have ordered some items on 23rd July 26.Itms not delivered nor money refunded",2,2026-07-31 03:41:55 UTC,0,play_store,"Not good,I have ordered some items on 23rd July 26.Itms not delivered nor money refunded",goodi order item 23rd july 26itms delivered money refund
very helpful and good,5,2026-07-31 03:40:10 UTC,0,play_store,very helpful and good,helpful good
good experience every time,5,2026-07-31 03:40:08 UTC,0,play_store,good experience every time,good experience every time
i need to order heat protector spray but by mistake I hv ordered hair spray. it has 72 hrs replacement policy and I am requesting them but now they are denying that there is no provision of replacement.... this is very bad on their part.... i will never recommend blinkit to anyone.... these people are not helpful.... bad experience,1,2026-07-31 03:38:04 UTC,0,play_store,i need to order heat protector spray but by mistake I hv ordered hair spray. it has 72 hrs replacement policy and I am requesting them but now they are denying that there is no provision of replacement.... this is very bad on their part.... i will never recommend blinkit to anyone.... these people are not helpful.... bad experience,need order heat protector spray mistake hv order hair spray 72 hrs replacement policy request deny provision replacement bad part never recommend blinkit anyone people helpful bad experience
Best offers,5,2026-07-31 03:33:35 UTC,0,play_store,Best offers,best offer
very fast and reasonable,5,2026-07-31 03:32:12 UTC,0,play_store,very fast and reasonable,fast reasonable
Best product,5,2026-07-31 03:31:30 UTC,0,play_store,Best product,best product
arrived at my home at just 5 minutes,5,2026-07-31 03:31:26 UTC,0,play_store,arrived at my home at just 5 minutes,arrive home 5 minute
Very good app to purchase Everything and deliver all household items to the door steps with a smile within minutes.I am so happy with the service provided,5,2026-07-31 03:25:14 UTC,0,play_store,Very good app to purchase Everything and deliver all household items to the door steps with a smile within minutes.I am so happy with the service provided,good app purchase everything deliver household item door step smile within minutesi happy service provide
fast and quick delivery,4,2026-07-31 03:13:06 UTC,0,play_store,fast and quick delivery,fast quick delivery
please fast delivery,5,2026-07-31 03:09:31 UTC,0,play_store,please fast delivery,please fast delivery
worst app I was ordered a product and that product was damaged and the I returned back but amount have been debited to blinkit account only in promocode formate I have many times called them they didn't respond to my request also please don't install this app,1,2026-07-31 03:09:02 UTC,0,play_store,worst app I was ordered a product and that product was damaged and the I returned back but amount have been debited to blinkit account only in promocode formate I have many times called them they didn't respond to my request also please don't install this app,bad app order product product damage return back amount debit blinkit account promocode formate many time call didnt respond request also please dont install app
we r unable to call the delivery partner,1,2026-07-31 03:07:13 UTC,0,play_store,we r unable to call the delivery partner,r unable call delivery partner
too costly but majboori hai....lot of charges,1,2026-07-31 03:06:37 UTC,0,play_store,too costly but majboori hai....lot of charges,costly majboori hailot charge
"If you go to see this, if a person is alone then this app will prove to be very helpful for him because this app makes quick arrangements for buying goods from the market.",5,2026-07-31 03:04:05 UTC,0,play_store,"If you go to see this, if a person is alone then this app will prove to be very helpful for him because this app makes quick arrangements for buying goods from the market.",go see person alone app prove helpful app make quick arrangement buy good market
very nice app for short time minutes delivery,5,2026-07-31 03:02:57 UTC,0,play_store,very nice app for short time minutes delivery,nice app short time minute delivery
it good it easy to order but the charges are to much after ordering like if I will order ₹17 milk and ₹50 coffee so it will take ₹122 - ₹150 !,4,2026-07-31 03:00:28 UTC,0,play_store,it good it easy to order but the charges are to much after ordering like if I will order ₹17 milk and ₹50 coffee so it will take ₹122 - ₹150 !,good easy order charge much order like order milk coffee take
the service is very good 👍,5,2026-07-31 02:58:57 UTC,0,play_store,the service is very good 👍,service good
goof,5,2026-07-31 02:55:20 UTC,0,play_store,goof,goof
it was too good and easy with blinkit,5,2026-07-31 02:52:45 UTC,0,play_store,it was too good and easy with blinkit,good easy blinkit
the best delivery,5,2026-07-31 02:52:34 UTC,0,play_store,the best delivery,best delivery
mast,4,2026-07-31 02:50:33 UTC,0,play_store,mast,mast
voice commands are so easy instead of typing for senior citizens like me. I am 82 years young. My hand shakes while typing. Hence I prefer voice commands to typing.,5,2026-07-31 02:46:46 UTC,0,play_store,voice commands are so easy instead of typing for senior citizens like me. I am 82 years young. My hand shakes while typing. Hence I prefer voice commands to typing.,voice command easy instead type senior citizen like 82 year young hand shake type hence prefer voice command type
wait,3,2026-07-31 02:46:04 UTC,0,play_store,wait,wait
It's instant and good but some time it disappoints,4,2026-07-31 02:43:14 UTC,0,play_store,It's instant and good but some time it disappoints,instant good time disappoints
free delivery not available,2,2026-07-31 02:42:21 UTC,0,play_store,free delivery not available,free delivery available
"Best service, really fast and delivery person's are polite",5,2026-07-31 02:36:10 UTC,0,play_store,"Best service, really fast and delivery person's are polite",best service really fast delivery person polite
quality of Vegetables and electronics products could improve,4,2026-07-31 02:36:02 UTC,0,play_store,quality of Vegetables and electronics products could improve,quality vegetable electronics product could improve
Very nice app,5,2026-07-31 02:33:49 UTC,0,play_store,Very nice app,nice app
Nice 🙂 facility 👍🏻,5,2026-07-31 02:31:07 UTC,0,play_store,Nice 🙂 facility 👍🏻,nice facility
vari good,5,2026-07-31 02:29:52 UTC,0,play_store,vari good,vari good
bast aap,5,2026-07-31 02:28:07 UTC,0,play_store,bast aap,bast aap
very bad app,1,2026-07-31 02:25:51 UTC,0,play_store,very bad app,bad app
very bad not good waste of money,1,2026-07-31 02:25:21 UTC,0,play_store,very bad not good waste of money,bad good waste money
Today I ordered Kamal kakadi and it's very bad and extremely dirty,1,2026-07-31 02:25:06 UTC,0,play_store,Today I ordered Kamal kakadi and it's very bad and extremely dirty,today order kamal kakadi bad extremely dirty
very very work full app,1,2026-07-31 02:24:31 UTC,0,play_store,very very work full app,work full app
ret bhut mahgi h discount kijiye,5,2026-07-31 02:15:24 UTC,0,play_store,ret bhut mahgi h discount kijiye,ret bhut mahgi h discount kijiye
"very bad experience and most of the items missing, even though the products are out of stock, showing in the customer App, very ridiculous",1,2026-07-31 02:13:28 UTC,0,play_store,"very bad experience and most of the items missing, even though the products are out of stock, showing in the customer App, very ridiculous",bad experience item miss even though product stock show customer app ridiculous
Would love more product options added later. Otherwise the app is very user-friendly and smooth.,4,2026-07-31 02:11:10 UTC,0,play_store,Would love more product options added later. Otherwise the app is very user-friendly and smooth.,would love product option add later otherwise app userfriendly smooth
add an option for expected expiry date I faced this problem from past 1 year,1,2026-07-31 02:03:31 UTC,0,play_store,add an option for expected expiry date I faced this problem from past 1 year,add option expect expiry date face problem past 1 year
"product sahi me jaldi ate hai, or delivery man ka behaviour bhi bohot acha hota hai .. ❤️❤️❤️",5,2026-07-31 02:00:31 UTC,0,play_store,"product sahi me jaldi ate hai, or delivery man ka behaviour bhi bohot acha hota hai .. ❤️❤️❤️",product sahi jaldi ate hai delivery man ka behaviour bhi bohot acha hota hai
very good home survice,5,2026-07-31 02:00:10 UTC,0,play_store,very good home survice,good home survice
okay,5,2026-07-31 01:56:29 UTC,0,play_store,okay,okay
its prompt and quick service I enjoy ordering,5,2026-07-31 01:56:09 UTC,0,play_store,its prompt and quick service I enjoy ordering,prompt quick service enjoy order
truly India's last minute app. thank you blinkit!!,5,2026-07-31 01:53:12 UTC,0,play_store,truly India's last minute app. thank you blinkit!!,truly indias last minute app thank blinkit
Great but could have more variety,4,2026-07-31 01:46:39 UTC,1,play_store,Great but could have more variety,great could variety
"The fastest service you can get from them. Blinkit will come to your immense relief in the early morning when your local kirana shops are closed. Their commitment to timely service is a real thing, and most importantly, their service is rapidly spreading all over India. It's a great help for me, as I come from a very small town too.....👍",5,2026-07-31 01:40:39 UTC,0,play_store,"The fastest service you can get from them. Blinkit will come to your immense relief in the early morning when your local kirana shops are closed. Their commitment to timely service is a real thing, and most importantly, their service is rapidly spreading all over India. It's a great help for me, as I come from a very small town too.....👍",fast service get blinkit come immense relief early morning local kirana shop close commitment timely service real thing importantly service rapidly spread india great help come small town
"Amazing experience when all shops close or having distance , blinkit is available.",5,2026-07-31 01:36:17 UTC,0,play_store,"Amazing experience when all shops close or having distance , blinkit is available.",amaze experience shop close distance blinkit available
Day by day facing worst experience with blinkeit. Seriously if I face the delay again I'll uninstall Blinked and download zepto.,1,2026-07-31 01:34:16 UTC,0,play_store,Day by day facing worst experience with blinkeit. Seriously if I face the delay again I'll uninstall Blinked and download zepto.,day day face bad experience blinkeit seriously face delay ill uninstall blink download zepto
Apne aap order cancel karne wale,1,2026-07-31 01:30:47 UTC,0,play_store,Apne aap order cancel karne wale,apne aap order cancel karne wale
waw super,1,2026-07-31 01:30:39 UTC,0,play_store,waw super,waw super
The blinkit don't even follow the instructions.,2,2026-07-31 01:18:56 UTC,0,play_store,The blinkit don't even follow the instructions.,blinkit dont even follow instruction
i stay in a small city. and i was not getting many items here. many good brands. now after blink it has come everything is available. and best part is it delivers in 8mins or early. so happy with the service,5,2026-07-31 01:11:08 UTC,0,play_store,i stay in a small city. and i was not getting many items here. many good brands. now after blink it has come everything is available. and best part is it delivers in 8mins or early. so happy with the service,stay small city get many item many good brand blink come everything available best part deliver 8mins early happy service
best & fast service thanks.,5,2026-07-31 01:00:52 UTC,0,play_store,best & fast service thanks.,best fast service thanks
it's the greatest delivery app by far,5,2026-07-31 00:49:53 UTC,0,play_store,it's the greatest delivery app by far,great delivery app far
good sarvice,5,2026-07-31 00:49:03 UTC,0,play_store,good sarvice,good sarvice
super superb.,5,2026-07-31 00:43:45 UTC,0,play_store,super superb.,super superb
medicine and dr instant call with prescription is highly appreciable on 31st july 26,5,2026-07-31 00:37:20 UTC,0,play_store,medicine and dr instant call with prescription is highly appreciable on 31st july 26,medicine dr instant call prescription highly appreciable 31st july 26
best service this app,5,2026-07-30 21:29:54 UTC,0,play_store,best service this app,best service app
Worst,1,2026-07-30 21:26:23 UTC,0,play_store,Worst,bad
this is a best platform for helping at night 3 to 4 am,5,2026-07-30 21:16:17 UTC,0,play_store,this is a best platform for helping at night 3 to 4 am,best platform help night 3 4
Delivery very fast 😚😚,5,2026-07-30 21:11:22 UTC,0,play_store,Delivery very fast 😚😚,delivery fast
There is no offer in blinkit & extra charges in handling & newly added late fees charges.in my thought Instamart far better than blinkit.,1,2026-07-30 21:06:51 UTC,0,play_store,There is no offer in blinkit & extra charges in handling & newly added late fees charges.in my thought Instamart far better than blinkit.,offer blinkit extra charge handle newly add late fee chargesin think instamart far well blinkit
add too much extra charges zepto is best 👌 🩷,3,2026-07-30 21:06:51 UTC,0,play_store,add too much extra charges zepto is best 👌 🩷,add much extra charge zepto best
I wanna experience blinkit myself ....kindly avail the service in the town Goalpara of Assam,1,2026-07-30 21:00:25 UTC,0,play_store,I wanna experience blinkit myself ....kindly avail the service in the town Goalpara of Assam,wan na experience blinkit kindly avail service town goalpara assam
worst service I have ever seen in my life,1,2026-07-30 20:59:31 UTC,0,play_store,worst service I have ever seen in my life,bad service ever see life
please add amazon pay later for payment so that I can order more nearly 2000 plus am ordering from zepto last month so it's taking little bit more charge please integrate amazon pay later,4,2026-07-30 20:31:49 UTC,0,play_store,please add amazon pay later for payment so that I can order more nearly 2000 plus am ordering from zepto last month so it's taking little bit more charge please integrate amazon pay later,please add amazon pay later payment order nearly 2000 plus order zepto last month take little bit charge please integrate amazon pay later
i don't liked blinkit service,1,2026-07-30 20:25:38 UTC,0,play_store,i don't liked blinkit service,dont like blinkit service
Items were missing from my order and customer support didn't even try to help me or address my issue they were just ending the chat saying customer support is hampered and the delivery partner had blocked my number. Very poor service won't advise anyone to use this app. They didn't even try. Worst service Blinkit.,1,2026-07-30 20:16:08 UTC,1,play_store,Items were missing from my order and customer support didn't even try to help me or address my issue they were just ending the chat saying customer support is hampered and the delivery partner had blocked my number. Very poor service won't advise anyone to use this app. They didn't even try. Worst service Blinkit.,item miss order customer support didnt even try help address issue end chat say customer support hamper delivery partner block number poor service wont advise anyone use app didnt even try bad service blinkit
not getting response feedback is zero 100%,1,2026-07-30 20:05:09 UTC,0,play_store,not getting response feedback is zero 100%,get response feedback zero 100
Every time I was receive unfresh items in bakery products specially bread,1,2026-07-30 19:54:44 UTC,0,play_store,Every time I was receive unfresh items in bakery products specially bread,every time receive unfresh item bakery product specially bread
ree bhai correct time bhejta hai bhai i love you ree😘,5,2026-07-30 19:51:04 UTC,0,play_store,ree bhai correct time bhejta hai bhai i love you ree😘,ree bhai correct time bhejta hai bhai love ree
it's very useful app 👍 and fast delivery and save the time😊,5,2026-07-30 19:48:58 UTC,0,play_store,it's very useful app 👍 and fast delivery and save the time😊,useful app fast delivery save time
well packed and late night support also awesome.. thanks to the blinkit team,5,2026-07-30 19:48:57 UTC,0,play_store,well packed and late night support also awesome.. thanks to the blinkit team,well pack late night support also awesome thanks blinkit team
mega deta hai bohot,1,2026-07-30 19:48:50 UTC,0,play_store,mega deta hai bohot,mega deta hai bohot
"ordered chest mount and it was supposed to be universal size but the straps on the one I received is very tiny, aqsa from customer service wasn't helpful at all. blinkit couldn't resolve the issue, didn't value my time and money?!",2,2026-07-30 19:42:23 UTC,0,play_store,"ordered chest mount and it was supposed to be universal size but the straps on the one I received is very tiny, aqsa from customer service wasn't helpful at all. blinkit couldn't resolve the issue, didn't value my time and money?!",ordered chest mount suppose universal size strap one receive tiny aqsa customer service wasnt helpful blinkit couldnt resolve issue didnt value time money
it was nice to work fast delivery u can purchase everything to be easy and fast 👍👍👍,5,2026-07-30 19:34:35 UTC,0,play_store,it was nice to work fast delivery u can purchase everything to be easy and fast 👍👍👍,nice work fast delivery u purchase everything easy fast
very worst payment method I try to 50 times ordering but payment method is nit working,1,2026-07-30 19:33:19 UTC,0,play_store,very worst payment method I try to 50 times ordering but payment method is nit working,bad payment method try 50 time ordering payment method nit work
removed the ordered items and added delivery charge and late night fee and convince charge to show same billing amount,1,2026-07-30 19:32:41 UTC,0,play_store,removed the ordered items and added delivery charge and late night fee and convince charge to show same billing amount,remove ordered item add delivery charge late night fee convince charge show billing amount
"No doubt this app provides snacks, grocery, electronic and many other item in the time of 15 to 20 minutes. But,I heard the 5 star ambulance service of blinkit in zero fees! for that i wrote this review. Guys support and try this app.",5,2026-07-30 19:17:43 UTC,0,play_store,"No doubt this app provides snacks, grocery, electronic and many other item in the time of 15 to 20 minutes. But,I heard the 5 star ambulance service of blinkit in zero fees! for that i wrote this review. Guys support and try this app.",doubt app provide snack grocery electronic many item time 15 20 minute buti hear 5 star ambulance service blinkit zero fee write review guy support try app
nise,5,2026-07-30 19:16:36 UTC,0,play_store,nise,nise
no order received,1,2026-07-30 19:10:47 UTC,0,play_store,no order received,order receive
First it delivers damaged product and then it doesn't do the exchange even in urgency,1,2026-07-30 19:08:32 UTC,0,play_store,First it delivers damaged product and then it doesn't do the exchange even in urgency,first delivers damage product doesnt exchange even urgency
exilent,5,2026-07-30 19:08:15 UTC,0,play_store,exilent,exilent
this app is not interested because this app delevery charges is very high and bill is also high...😞,4,2026-07-30 19:05:33 UTC,0,play_store,this app is not interested because this app delevery charges is very high and bill is also high...😞,app interested app delevery charge high bill also high
not satisfied,1,2026-07-30 19:02:10 UTC,0,play_store,not satisfied,satisfied
agar koi online pement na chalata ho to koi order nhi kar sakta 12 bje ke bad ya online na ho to 😡😡😡😡,1,2026-07-30 19:00:40 UTC,0,play_store,agar koi online pement na chalata ho to koi order nhi kar sakta 12 bje ke bad ya online na ho to 😡😡😡😡,agar koi online pement na chalata ho koi order nhi kar sakta 12 bje ke bad ya online na ho
dilivery wasted products,1,2026-07-30 18:59:38 UTC,0,play_store,dilivery wasted products,dilivery waste product
good product quality and service is very fast,5,2026-07-30 18:59:30 UTC,0,play_store,good product quality and service is very fast,good product quality service fast
worst app i recommend not to use because money wasted customer service worst experience,1,2026-07-30 18:53:05 UTC,0,play_store,worst app i recommend not to use because money wasted customer service worst experience,bad app recommend use money waste customer service worst experience
"Har problem ka solution, Blinkit.",5,2026-07-30 18:52:14 UTC,0,play_store,"Har problem ka solution, Blinkit.",har problem ka solution blinkit
Experiencing bad service and quality of food products from the last few months and all you guys are doing is giving fake empathy. Blinkit is becoming pathetic day by day.,1,2026-07-30 18:45:59 UTC,0,play_store,Experiencing bad service and quality of food products from the last few months and all you guys are doing is giving fake empathy. Blinkit is becoming pathetic day by day.,experience bad service quality food product last month guy give fake empathy blinkit become pathetic day day
my order was not samene kux or order Kiya or mere pass aaya kux or h,1,2026-07-30 18:41:02 UTC,0,play_store,my order was not samene kux or order Kiya or mere pass aaya kux or h,order samene kux order kiya mere pas aaya kux h
"Terrible experience! Placed an order at 11:06 PM, only for them to cancel it at 11:50 PM stating they couldn't complete it. This is completely ridiculous. If an order cannot be fulfilled, they should have the basic courtesy to inform the customer within 15 minutes instead of wasting nearly an hour. What were they even doing for 44 minutes? Completely unreliable service!",1,2026-07-30 18:37:25 UTC,0,play_store,"Terrible experience! Placed an order at 11:06 PM, only for them to cancel it at 11:50 PM stating they couldn't complete it. This is completely ridiculous. If an order cannot be fulfilled, they should have the basic courtesy to inform the customer within 15 minutes instead of wasting nearly an hour. What were they even doing for 44 minutes? Completely unreliable service!",terrible experience place order 1106 pm cancel 1150 pm state couldnt complete completely ridiculous order fulfil basic courtesy inform customer within 15 minute instead waste nearly hour even 44 minute completely unreliable service
Veer good AAP,5,2026-07-30 18:35:11 UTC,0,play_store,Veer good AAP,veer good aap
Great and fast service,5,2026-07-30 18:33:21 UTC,0,play_store,Great and fast service,great fast service
best use and easy app face,4,2026-07-30 18:33:00 UTC,0,play_store,best use and easy app face,best use easy app face
very bad service wrong product delever,1,2026-07-30 18:32:04 UTC,0,play_store,very bad service wrong product delever,bad service wrong product delever
bad delivery,1,2026-07-30 18:25:13 UTC,0,play_store,bad delivery,bad delivery
"firstly I want to thank, saravanan delivery sir , thank you so much for for kind at Tiruppur railway station saravanan sir in emergency sichwation I need ORS , fastly they delivered my order. thank you much . DATE- 30/07/2026",5,2026-07-30 18:20:51 UTC,0,play_store,"firstly I want to thank, saravanan delivery sir , thank you so much for for kind at Tiruppur railway station saravanan sir in emergency sichwation I need ORS , fastly they delivered my order. thank you much . DATE- 30/07/2026",firstly want thank saravanan delivery sir thank much kind tiruppur railway station saravanan sir emergency sichwation need or fastly deliver order thank much date 30072026
printing ka kaam bhi chalu karo himmatnagar me,5,2026-07-30 18:20:01 UTC,0,play_store,printing ka kaam bhi chalu karo himmatnagar me,print ka kaam bhi chalu karo himmatnagar
very good and fast service,5,2026-07-30 18:12:35 UTC,0,play_store,very good and fast service,good fast service
just waste,1,2026-07-30 18:12:13 UTC,0,play_store,just waste,waste
"Good service, add more products and also price must me as low as your competitors like jio mart and dmart",4,2026-07-30 18:10:46 UTC,0,play_store,"Good service, add more products and also price must me as low as your competitors like jio mart and dmart",good service add product also price must low competitor like jio mart dmart
nice delivery but mid night in Near biharsharif delivery late,5,2026-07-30 18:10:39 UTC,0,play_store,nice delivery but mid night in Near biharsharif delivery late,nice delivery mid night near biharsharif delivery late
best they do work hard,5,2026-07-30 18:09:09 UTC,0,play_store,best they do work hard,best work hard
"highly satisfied and best thing which I like in blinkit that,when ever I ordered medicines doctor called up immediately and ask for what you ordered tha medicine.. thankyou blinkit",5,2026-07-30 18:07:03 UTC,0,play_store,"highly satisfied and best thing which I like in blinkit that,when ever I ordered medicines doctor called up immediately and ask for what you ordered tha medicine.. thankyou blinkit",highly satisfied best thing like blinkit thatwhen ever order medicine doctor call immediately ask ordered tha medicine thankyou blinkit
super fast delivery im happy,5,2026-07-30 18:07:02 UTC,0,play_store,super fast delivery im happy,super fast delivery im happy
very fast delivery,5,2026-07-30 18:05:09 UTC,0,play_store,very fast delivery,fast delivery
now is because of cash on delivery,5,2026-07-30 18:00:39 UTC,0,play_store,now is because of cash on delivery,cash delivery
delivery is very quick,5,2026-07-30 17:58:50 UTC,0,play_store,delivery is very quick,delivery quick
always 2-3% higher price than local or nearest shop,2,2026-07-30 17:55:13 UTC,0,play_store,always 2-3% higher price than local or nearest shop,always 23 high price local nearest shop
"bad deliver executives, bad customer service, the reason for two star is availability in my area",2,2026-07-30 17:55:03 UTC,0,play_store,"bad deliver executives, bad customer service, the reason for two star is availability in my area",bad deliver executive bad customer service reason two star availability area
calculation mistake Free delivery above 150,2,2026-07-30 17:54:00 UTC,0,play_store,calculation mistake Free delivery above 150,calculation mistake free delivery 150
Everything is perfect,5,2026-07-30 17:52:05 UTC,0,play_store,Everything is perfect,everything perfect
super app,4,2026-07-30 17:47:48 UTC,0,play_store,super app,super app
it should always be cost effecient compare to store but nowadays blinkit is even taking surge charges aswell 🥲,4,2026-07-30 17:45:39 UTC,0,play_store,it should always be cost effecient compare to store but nowadays blinkit is even taking surge charges aswell 🥲,always cost effecient compare store nowadays blinkit even take surge charge aswell
